0.500000	0.196406
0.502000	0.205066
0.504000	0.213691
0.506000	0.222282
0.508000	0.230839
0.510000	0.239363
0.512000	0.247853
0.514000	0.256310
0.516000	0.264734
0.518000	0.273126
0.520000	0.281485
0.522000	0.289812
0.524000	0.298108
0.526000	0.306371
0.528000	0.314604
0.530000	0.322805
0.532000	0.330975
0.534000	0.339115
0.536000	0.347224
0.538000	0.355303
0.540000	0.363352
0.542000	0.371372
0.544000	0.379362
0.546000	0.387322
0.548000	0.395253
0.550000	0.403156
0.552000	0.411030
0.554000	0.418875
0.556000	0.426692
0.558000	0.434481
0.560000	0.442242
0.562000	0.449975
0.564000	0.457681
0.566000	0.465360
0.568000	0.473012
0.570000	0.480636
0.572000	0.488234
0.574000	0.495806
0.576000	0.503351
0.578000	0.510870
0.580000	0.518363
0.582000	0.525830
0.584000	0.533272
0.586000	0.540688
0.588000	0.548079
0.590000	0.555445
0.592000	0.562786
0.594000	0.570102
0.596000	0.577393
0.598000	0.584660
0.600000	nan
0.602000	nan
0.604000	nan
0.606000	nan
0.608000	nan
0.610000	nan
0.612000	nan
0.614000	nan
0.616000	nan
0.618000	nan
0.620000	nan
0.622000	nan
0.624000	nan
0.626000	nan
0.628000	nan
0.630000	nan
0.632000	nan
0.634000	nan
0.636000	nan
0.638000	nan
0.640000	nan
0.642000	nan
0.644000	nan
0.646000	nan
0.648000	nan
0.650000	nan
0.652000	nan
0.654000	nan
0.656000	nan
0.658000	nan
0.660000	nan
0.662000	nan
0.664000	nan
0.666000	nan
0.668000	nan
0.670000	nan
0.672000	nan
0.674000	nan
0.676000	nan
0.678000	nan
0.680000	nan
0.682000	nan
0.684000	nan
0.686000	nan
0.688000	nan
0.690000	nan
0.692000	nan
0.694000	nan
0.696000	nan
0.698000	nan
0.700000	5.448900
0.702000	5.466897
0.704000	5.484965
0.706000	5.503104
0.708000	5.521314
0.710000	5.539595
0.712000	5.557947
0.714000	5.576371
0.716000	5.594866
0.718000	5.613432
0.720000	5.632070
0.722000	5.650780
0.724000	5.669562
0.726000	5.688416
0.728000	5.707341
0.730000	5.726339
0.732000	5.745409
0.734000	5.764552
0.736000	5.783767
0.738000	5.803055
0.740000	5.822415
0.742000	5.841849
0.744000	5.861355
0.746000	5.880934
0.748000	5.900587
0.750000	5.920313
0.752000	5.940112
0.754000	5.959984
0.756000	5.979931
0.758000	5.999951
0.760000	6.020045
0.762000	6.040213
0.764000	6.060455
0.766000	6.080771
0.768000	6.101161
0.770000	6.121626
0.772000	6.142165
0.774000	6.162779
0.776000	6.183468
0.778000	6.204231
0.780000	6.225070
0.782000	6.245983
0.784000	6.266972
0.786000	6.288036
0.788000	6.309175
0.790000	6.330390
0.792000	6.351680
0.794000	6.373046
0.796000	6.394488
0.798000	6.416006
0.800000	6.437600
0.802000	6.459270
0.804000	6.481016
0.806000	6.502839
0.808000	6.524738
0.810000	6.546714
0.812000	6.568767
0.814000	6.590896
0.816000	6.613103
0.818000	6.635386
0.820000	6.657746
0.822000	6.680184
0.824000	6.702699
0.826000	6.725292
0.828000	6.747962
0.830000	6.770710
0.832000	6.793536
0.834000	6.816440
0.836000	6.839421
0.838000	6.862481
0.840000	6.885619
0.842000	6.908836
0.844000	6.932131
0.846000	6.955504
0.848000	6.978956
0.850000	7.002488
0.852000	7.026097
0.854000	7.049786
0.856000	7.073555
0.858000	7.097402
0.860000	7.121329
0.862000	7.145335
0.864000	7.169421
0.866000	7.193586
0.868000	7.217832
0.870000	7.242157
0.872000	7.266562
0.874000	7.291048
0.876000	7.315613
0.878000	7.340259
0.880000	7.364986
0.882000	7.389793
0.884000	7.414680
0.886000	7.439649
0.888000	7.464698
0.890000	7.489829
0.892000	7.515040
0.894000	7.540333
0.896000	7.565707
0.898000	7.591163
